hmid,lead_days,check_in,check_out,price
25511305,105,2026-05-22,2026-05-26,No rates found
26856721,105,2026-05-22,2026-05-26,No rates found
25465521,105,2026-05-22,2026-05-26,No rates found
25453168,105,2026-05-22,2026-05-26,No rates found
25507017,105,2026-05-22,2026-05-26,No rates found
25445213,105,2026-05-22,2026-05-26,No rates found
25489472,105,2026-05-22,2026-05-26,No rates found
25437332,105,2026-05-22,2026-05-26,No rates found
25437338,105,2026-05-22,2026-05-26,No rates found
25437399,105,2026-05-22,2026-05-26,No rates found
25437401,105,2026-05-22,2026-05-26,No Rates
25437491,105,2026-05-22,2026-05-26,No Rates
25438709,105,2026-05-22,2026-05-26,No market price
25438838,105,2026-05-22,2026-05-26,No Rates
25439286,105,2026-05-22,2026-05-26,No Rates
25440317,105,2026-05-22,2026-05-26,No Rates
25440839,105,2026-05-22,2026-05-26,No Rates
25441126,105,2026-05-22,2026-05-26,No Rates
25441560,105,2026-05-22,2026-05-26,No Rates
25441960,105,2026-05-22,2026-05-26,"{'mkt_room': 'Classic Room, 1 Double Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 462, 'Market': 592, 'HotelMap': 570.9799999999999, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Classic Room, 1 Double Bed'}"
25441971,105,2026-05-22,2026-05-26,No rates found
25443248,105,2026-05-22,2026-05-26,No rates found
25443572,105,2026-05-22,2026-05-26,No rates found
25443952,105,2026-05-22,2026-05-26,No rates found
25444011,105,2026-05-22,2026-05-26,No rates found
25444697,105,2026-05-22,2026-05-26,No rates found
25445043,105,2026-05-22,2026-05-26,No rates found
25445786,105,2026-05-22,2026-05-26,No rates found
25445944,105,2026-05-22,2026-05-26,No rates found
25446958,105,2026-05-22,2026-05-26,No rates found
25447421,105,2026-05-22,2026-05-26,No Rates
25448397,105,2026-05-22,2026-05-26,No Rates
25448853,105,2026-05-22,2026-05-26,"{'mkt_room': 'Classic Room, 1 Double Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 535, 'Market': 606.4, 'HotelMap': 584.27, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Classic Room, 1 Double Bed'}"
25449424,105,2026-05-22,2026-05-26,No Rates
25449763,105,2026-05-22,2026-05-26,No Rates
25450308,105,2026-05-22,2026-05-26,No rates found
25451673,105,2026-05-22,2026-05-26,No rates found
25453015,105,2026-05-22,2026-05-26,No rates found
25453160,105,2026-05-22,2026-05-26,No rates found
25453686,105,2026-05-22,2026-05-26,No rates found
25455311,105,2026-05-22,2026-05-26,No rates found
25458113,105,2026-05-22,2026-05-26,No rates found
25458148,105,2026-05-22,2026-05-26,No rates found
25458389,105,2026-05-22,2026-05-26,No rates found
25459328,105,2026-05-22,2026-05-26,No rates found
25460188,105,2026-05-22,2026-05-26,No Rates
25462009,105,2026-05-22,2026-05-26,No Rates
25462024,105,2026-05-22,2026-05-26,No Rates
25462302,105,2026-05-22,2026-05-26,No Rates
25462372,105,2026-05-22,2026-05-26,"{'mkt_room': 'Standard Room, 1 King Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 477, 'Market': 825.8000000000001, 'HotelMap': 760.0, 'kuoni_currency': 'GBP', 'mkt_currency': 'EUR', 'hotel_name': 'Standard Room, 1 King Bed'}"
25462376,105,2026-05-22,2026-05-26,No rates found
25463668,105,2026-05-22,2026-05-26,No rates found
25464999,105,2026-05-22,2026-05-26,No rates found
25465045,105,2026-05-22,2026-05-26,No rates found
25466946,105,2026-05-22,2026-05-26,No rates found
25468816,105,2026-05-22,2026-05-26,No Rates
25469694,105,2026-05-22,2026-05-26,No Rates
25470277,105,2026-05-22,2026-05-26,No Rates
25470912,105,2026-05-22,2026-05-26,No Rates
25471190,105,2026-05-22,2026-05-26,"{'mkt_room': 'Double Room, 1 King Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 216, 'Market': 436, 'HotelMap': 383.16, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Double Room, 2 Twin Beds'}"
25472035,105,2026-05-22,2026-05-26,No rates found
25472083,105,2026-05-22,2026-05-26,No rates found
25473461,105,2026-05-22,2026-05-26,No rates found
25476642,105,2026-05-22,2026-05-26,No rates found
25480806,105,2026-05-22,2026-05-26,No rates found
25487652,105,2026-05-22,2026-05-26,No rates found
25490952,105,2026-05-22,2026-05-26,No rates found
25495717,105,2026-05-22,2026-05-26,No rates found
25499397,105,2026-05-22,2026-05-26,No rates found
25502422,105,2026-05-22,2026-05-26,No rates found
25502602,105,2026-05-22,2026-05-26,No Rates
25506066,105,2026-05-22,2026-05-26,No Rates
25506774,105,2026-05-22,2026-05-26,"{'mkt_room': 'Classic Double Room - 1 King Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 272, 'Market': 432, 'HotelMap': 417.84, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Classic Single Room - 1 Large Twin Bed'}"
25506851,105,2026-05-22,2026-05-26,No Rates
25520848,105,2026-05-22,2026-05-26,No Rates
25527461,105,2026-05-22,2026-05-26,No rates found
25902381,105,2026-05-22,2026-05-26,No rates found
26137261,105,2026-05-22,2026-05-26,No rates found
26517721,105,2026-05-22,2026-05-26,No rates found
26809741,105,2026-05-22,2026-05-26,No rates found
27303321,105,2026-05-22,2026-05-26,No Rates
29173201,105,2026-05-22,2026-05-26,"{'mkt_room': 'Classic Room, 1 Double Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 605, 'Market': 642.64, 'HotelMap': 642.64, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Junior Suite, 1 Queen Bed (with Single Sofabed)'}"
30295469,105,2026-05-22,2026-05-26,No Rates
30296476,105,2026-05-22,2026-05-26,No Rates
30305466,105,2026-05-22,2026-05-26,"{'mkt_room': 'Classic Twin Room, 2 Twin Beds', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 362, 'Market': 574.76, 'HotelMap': 498.42, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Classic Twin Room, 2 Twin Beds'}"
30391013,105,2026-05-22,2026-05-26,No rates found
30499884,105,2026-05-22,2026-05-26,No rates found
30504801,105,2026-05-22,2026-05-26,No rates found
30506133,105,2026-05-22,2026-05-26,No rates found
30526226,105,2026-05-22,2026-05-26,No rates found
30553966,105,2026-05-22,2026-05-26,No rates found
30587463,105,2026-05-22,2026-05-26,No rates found
30616276,105,2026-05-22,2026-05-26,No rates found
30631443,105,2026-05-22,2026-05-26,No rates found
30654539,105,2026-05-22,2026-05-26,No rates found
30663341,105,2026-05-22,2026-05-26,No rates found
30844175,105,2026-05-22,2026-05-26,No rates found
31080680,105,2026-05-22,2026-05-26,No rates found
31137923,105,2026-05-22,2026-05-26,No rates found
31195655,105,2026-05-22,2026-05-26,No rates found
25446953,105,2026-05-22,2026-05-26,No rates found
25437708,105,2026-05-22,2026-05-26,No rates found
25438540,105,2026-05-22,2026-05-26,No rates found
25438613,105,2026-05-22,2026-05-26,No rates found
25440289,105,2026-05-22,2026-05-26,No rates found
25440519,105,2026-05-22,2026-05-26,No Rates
25440769,105,2026-05-22,2026-05-26,"{'mkt_room': 'Room, 1 King Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 296, 'Market': 516, 'HotelMap': 496.32, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Room, 2 Twin Beds'}"
25440852,105,2026-05-22,2026-05-26,No Rates
25440925,105,2026-05-22,2026-05-26,No Rates
25441008,105,2026-05-22,2026-05-26,No Rates
25441037,105,2026-05-22,2026-05-26,No Rates
25441094,105,2026-05-22,2026-05-26,"{'mkt_room': 'Executive Double Room, Terrace - 1 Queen Bed and 1 Double Sofa Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 930, 'Market': 1843.66, 'HotelMap': 1610.71, 'kuoni_currency': 'CHF', 'mkt_currency': 'EUR', 'hotel_name': 'Classic Single Room - 1 Twin Bed'}"
25441237,105,2026-05-22,2026-05-26,No Rates
25441426,105,2026-05-22,2026-05-26,No Rates
25441435,105,2026-05-22,2026-05-26,No Rates
25442148,105,2026-05-22,2026-05-26,No rates found
25443113,105,2026-05-22,2026-05-26,No rates found
25443382,105,2026-05-22,2026-05-26,No rates found
25443626,105,2026-05-22,2026-05-26,No rates found
25443879,105,2026-05-22,2026-05-26,No rates found
25444161,105,2026-05-22,2026-05-26,"{'mkt_room': 'Room, 1 Double Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 692, 'Market': 727.72, 'HotelMap': 714.84, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Room, 1 Double Bed'}"
25444856,105,2026-05-22,2026-05-26,No Rates
25445021,105,2026-05-22,2026-05-26,No Rates
25445430,105,2026-05-22,2026-05-26,No Rates
25445619,105,2026-05-22,2026-05-26,No Rates
25445632,105,2026-05-22,2026-05-26,No rates found
25445792,105,2026-05-22,2026-05-26,No rates found
25446178,105,2026-05-22,2026-05-26,No rates found
25446385,105,2026-05-22,2026-05-26,No rates found
25447504,105,2026-05-22,2026-05-26,No rates found
25448255,105,2026-05-22,2026-05-26,No rates found
25448318,105,2026-05-22,2026-05-26,No rates found
25448557,105,2026-05-22,2026-05-26,No rates found
25448708,105,2026-05-22,2026-05-26,No rates found
25449861,105,2026-05-22,2026-05-26,No rates found
25450461,105,2026-05-22,2026-05-26,No rates found
25450821,105,2026-05-22,2026-05-26,No rates found
25451862,105,2026-05-22,2026-05-26,No rates found
25452087,105,2026-05-22,2026-05-26,No rates found
25452807,105,2026-05-22,2026-05-26,No rates found
25452890,105,2026-05-22,2026-05-26,No rates found
25453544,105,2026-05-22,2026-05-26,No rates found
25453715,105,2026-05-22,2026-05-26,No rates found
25453982,105,2026-05-22,2026-05-26,No rates found
25453983,105,2026-05-22,2026-05-26,No rates found
25454835,105,2026-05-22,2026-05-26,No rates found
25455661,105,2026-05-22,2026-05-26,No rates found
25455663,105,2026-05-22,2026-05-26,No rates found
25456743,105,2026-05-22,2026-05-26,No rates found
25457055,105,2026-05-22,2026-05-26,No rates found
25457749,105,2026-05-22,2026-05-26,No rates found
25458158,105,2026-05-22,2026-05-26,No rates found
25458170,105,2026-05-22,2026-05-26,No rates found
25458236,105,2026-05-22,2026-05-26,No rates found
25458388,105,2026-05-22,2026-05-26,No rates found
25458510,105,2026-05-22,2026-05-26,No rates found
25458517,105,2026-05-22,2026-05-26,No rates found
25458748,105,2026-05-22,2026-05-26,No rates found
25458753,105,2026-05-22,2026-05-26,No rates found
25458765,105,2026-05-22,2026-05-26,No rates found
25458831,105,2026-05-22,2026-05-26,"{'mkt_room': 'Classic Room, 1 Double Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 374, 'Market': 540.37, 'HotelMap': 424.58, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Classic Room, 1 Double Bed'}"
25459017,105,2026-05-22,2026-05-26,No Rates
25459018,105,2026-05-22,2026-05-26,No Rates
25459169,105,2026-05-22,2026-05-26,No Rates
25459171,105,2026-05-22,2026-05-26,No Rates
25459194,105,2026-05-22,2026-05-26,No Rates
25459327,105,2026-05-22,2026-05-26,No Rates
25459878,105,2026-05-22,2026-05-26,No Rates
25459980,105,2026-05-22,2026-05-26,"{'mkt_room': 'Standard Room, 1 Double Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 360, 'Market': 458.87, 'HotelMap': 453.83000000000004, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Standard Room, 1 Double Bed'}"
25460462,105,2026-05-22,2026-05-26,No Rates
25462337,105,2026-05-22,2026-05-26,No rates found
25463521,105,2026-05-22,2026-05-26,No rates found
25463652,105,2026-05-22,2026-05-26,No rates found
25463723,105,2026-05-22,2026-05-26,No rates found
25464009,105,2026-05-22,2026-05-26,No rates found
25464159,105,2026-05-22,2026-05-26,No rates found
25466974,105,2026-05-22,2026-05-26,No rates found
25467332,105,2026-05-22,2026-05-26,No rates found
25467757,105,2026-05-22,2026-05-26,No rates found
25468420,105,2026-05-22,2026-05-26,No rates found
25468425,105,2026-05-22,2026-05-26,No rates found
25468735,105,2026-05-22,2026-05-26,No rates found
25468814,105,2026-05-22,2026-05-26,No rates found
25468820,105,2026-05-22,2026-05-26,No rates found
25468852,105,2026-05-22,2026-05-26,No rates found
25470546,105,2026-05-22,2026-05-26,No Rates
25471187,105,2026-05-22,2026-05-26,No Rates
25472080,105,2026-05-22,2026-05-26,No Rates
25473032,105,2026-05-22,2026-05-26,No Rates
25473316,105,2026-05-22,2026-05-26,"{'mkt_room': 'Classic Room, 1 Double Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 398, 'Market': 580.4, 'HotelMap': 526.62, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Classic Room, 1 Double Bed'}"
25474377,105,2026-05-22,2026-05-26,No rates found
25474522,105,2026-05-22,2026-05-26,No rates found
25474628,105,2026-05-22,2026-05-26,No rates found
25474651,105,2026-05-22,2026-05-26,No rates found
25475043,105,2026-05-22,2026-05-26,No rates found
25475109,105,2026-05-22,2026-05-26,No Rates
25475119,105,2026-05-22,2026-05-26,No Rates
25475333,105,2026-05-22,2026-05-26,No Rates
25475403,105,2026-05-22,2026-05-26,No Rates
25475573,105,2026-05-22,2026-05-26,"{'mkt_room': 'Basic Double Room - 1 Double Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 596, 'Market': 952.5, 'HotelMap': 887.59, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Basic Double Room - 1 Double Bed'}"
25475805,105,2026-05-22,2026-05-26,No rates found
25476748,105,2026-05-22,2026-05-26,No rates found
25477018,105,2026-05-22,2026-05-26,No rates found
25477126,105,2026-05-22,2026-05-26,No rates found
25477774,105,2026-05-22,2026-05-26,No rates found
25478188,105,2026-05-22,2026-05-26,"{'mkt_room': 'Double or Twin Room, Mountain View (2 adults) - 1 Double Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 280.4, 'Market': 560, 'HotelMap': 504.04, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Double Room Single Use, Mountain View - 1 Twin Bed'}"
25478444,105,2026-05-22,2026-05-26,No Rates
25478776,105,2026-05-22,2026-05-26,No Rates
25479082,105,2026-05-22,2026-05-26,No Rates
25479306,105,2026-05-22,2026-05-26,No Rates
25479367,105,2026-05-22,2026-05-26,No Rates
25479803,105,2026-05-22,2026-05-26,"{'mkt_room': 'Double Room, 1 King Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 432, 'Market': 877, 'HotelMap': 789.3, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Double Room Single Use - 2 Twin Beds'}"
25480846,105,2026-05-22,2026-05-26,No Rates
25481634,105,2026-05-22,2026-05-26,No Rates
25481957,105,2026-05-22,2026-05-26,No Rates
25484878,105,2026-05-22,2026-05-26,No Rates
25485050,105,2026-05-22,2026-05-26,"{'mkt_room': 'Standard Room, 1 Queen Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 350, 'Market': 516, 'HotelMap': 490.5799999999999, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Standard Room, 1 Queen Bed'}"
25486765,105,2026-05-22,2026-05-26,No Rates
25488170,105,2026-05-22,2026-05-26,No Rates
25488406,105,2026-05-22,2026-05-26,No Rates
25488912,105,2026-05-22,2026-05-26,No Rates
25488957,105,2026-05-22,2026-05-26,"{'mkt_room': 'Double or Twin Room - 1 Double Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 224, 'Market': 338.56, 'HotelMap': 330.64, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Single Room - 2 Twin Beds'}"
25489046,105,2026-05-22,2026-05-26,No Rates
25489234,105,2026-05-22,2026-05-26,No Rates
25490758,105,2026-05-22,2026-05-26,No Rates
25492807,105,2026-05-22,2026-05-26,No Rates
25493783,105,2026-05-22,2026-05-26,"{'mkt_room': 'Room, 1 King Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 502, 'Market': 759.0, 'HotelMap': 738.04, 'kuoni_currency': 'GBP', 'mkt_currency': 'EUR', 'hotel_name': 'Room, 1 King Bed'}"
25493869,105,2026-05-22,2026-05-26,No Rates
25496850,105,2026-05-22,2026-05-26,No Rates
25497278,105,2026-05-22,2026-05-26,No Rates
25500790,105,2026-05-22,2026-05-26,No Rates
25501473,105,2026-05-22,2026-05-26,"{'mkt_room': 'Standard Double Room, 1 Double Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 426, 'Market': 506.78000000000003, 'HotelMap': 447.16, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Standard Double Room, 1 Double Bed'}"
25504226,105,2026-05-22,2026-05-26,"{'mkt_room': 'Standard Room - 1 Double Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 316, 'Market': 460, 'HotelMap': 401.71, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Standard Room - 1 Double Bed'}"
25504937,105,2026-05-22,2026-05-26,No Rates
25505957,105,2026-05-22,2026-05-26,No Rates
25506839,105,2026-05-22,2026-05-26,No Rates
25507044,105,2026-05-22,2026-05-26,No Rates
25516461,105,2026-05-22,2026-05-26,No Rates
25520679,105,2026-05-22,2026-05-26,No market price
25521933,105,2026-05-22,2026-05-26,No Rates
25539521,105,2026-05-22,2026-05-26,No rates found
25608981,105,2026-05-22,2026-05-26,No rates found
25921921,105,2026-05-22,2026-05-26,No rates found
26021821,105,2026-05-22,2026-05-26,No rates found
26095701,105,2026-05-22,2026-05-26,No rates found
26112601,105,2026-05-22,2026-05-26,No rates found
26134001,105,2026-05-22,2026-05-26,No rates found
26181741,105,2026-05-22,2026-05-26,No rates found
26201001,105,2026-05-22,2026-05-26,No rates found
26201101,105,2026-05-22,2026-05-26,No rates found
26208221,105,2026-05-22,2026-05-26,No rates found
26227941,105,2026-05-22,2026-05-26,No rates found
26228281,105,2026-05-22,2026-05-26,No rates found
26246221,105,2026-05-22,2026-05-26,No rates found
26261201,105,2026-05-22,2026-05-26,No rates found
26364861,105,2026-05-22,2026-05-26,No rates found
26410481,105,2026-05-22,2026-05-26,No rates found
26539143,105,2026-05-22,2026-05-26,No rates found
26652461,105,2026-05-22,2026-05-26,No rates found
26719461,105,2026-05-22,2026-05-26,No rates found
26727841,105,2026-05-22,2026-05-26,No Rates
26858621,105,2026-05-22,2026-05-26,No Rates
26872141,105,2026-05-22,2026-05-26,No Rates
27173321,105,2026-05-22,2026-05-26,No Rates
27226741,105,2026-05-22,2026-05-26,"{'mkt_room': 'Double Room', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 368, 'Market': 598.24, 'HotelMap': 0, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Double Room - 1 Double Bed'}"
27336121,105,2026-05-22,2026-05-26,No rates found
27768981,105,2026-05-22,2026-05-26,No rates found
28410061,105,2026-05-22,2026-05-26,No rates found
29152901,105,2026-05-22,2026-05-26,No rates found
29188261,105,2026-05-22,2026-05-26,No rates found
29429541,105,2026-05-22,2026-05-26,No rates found
30260128,105,2026-05-22,2026-05-26,No rates found
30265820,105,2026-05-22,2026-05-26,No rates found
30298740,105,2026-05-22,2026-05-26,No rates found
30306141,105,2026-05-22,2026-05-26,No rates found
30321854,105,2026-05-22,2026-05-26,No rates found
30348359,105,2026-05-22,2026-05-26,No rates found
30359300,105,2026-05-22,2026-05-26,No rates found
30392210,105,2026-05-22,2026-05-26,No rates found
30393486,105,2026-05-22,2026-05-26,No rates found
30525689,105,2026-05-22,2026-05-26,No rates found
30528663,105,2026-05-22,2026-05-26,No rates found
30531988,105,2026-05-22,2026-05-26,No rates found
30562802,105,2026-05-22,2026-05-26,No rates found
30712050,105,2026-05-22,2026-05-26,No rates found
30774880,105,2026-05-22,2026-05-26,"{'mkt_room': 'Family Room - 2 Twin Beds', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 806, 'Market': 1440.87, 'HotelMap': 1440.87, 'kuoni_currency': 'CHF', 'mkt_currency': 'EUR', 'hotel_name': 'Family Room - 2 Twin Beds'}"
30800138,105,2026-05-22,2026-05-26,No Rates
30834970,105,2026-05-22,2026-05-26,No Rates
30842976,105,2026-05-22,2026-05-26,No Rates
30881051,105,2026-05-22,2026-05-26,No Rates
31018065,105,2026-05-22,2026-05-26,"{'mkt_room': 'Essential Doppelzimmer - 1 King Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 1620, 'Market': 2050.49, 'HotelMap': 1958.5, 'kuoni_currency': 'CHF', 'mkt_currency': 'EUR', 'hotel_name': 'Essential Doppelzimmer - 1 King Bed'}"
31093245,105,2026-05-22,2026-05-26,No Rates
31137928,105,2026-05-22,2026-05-26,No Rates
31145401,105,2026-05-22,2026-05-26,No Rates
31158636,105,2026-05-22,2026-05-26,No Rates
31195058,105,2026-05-22,2026-05-26,No Rates
31197575,105,2026-05-22,2026-05-26,"{'mkt_room': 'Business Double Room - 1 Double Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 376, 'Market': 533.97, 'HotelMap': 467.25999999999993, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Business Twin Room - 2 Twin Beds'}"
31199932,105,2026-05-22,2026-05-26,No Rates
31204025,105,2026-05-22,2026-05-26,No Rates
31223567,105,2026-05-22,2026-05-26,No Rates
25445176,105,2026-05-22,2026-05-26,No rates found
25470498,105,2026-05-22,2026-05-26,No rates found
25466370,105,2026-05-22,2026-05-26,No rates found
25454012,105,2026-05-22,2026-05-26,No rates found
25469540,105,2026-05-22,2026-05-26,No rates found
29781201,105,2026-05-22,2026-05-26,No rates found
27335801,105,2026-05-22,2026-05-26,No rates found
26009781,105,2026-05-22,2026-05-26,No rates found
25468804,105,2026-05-22,2026-05-26,No rates found
25468859,105,2026-05-22,2026-05-26,No rates found
25457961,105,2026-05-22,2026-05-26,No rates found
28851161,105,2026-05-22,2026-05-26,No rates found
25455197,105,2026-05-22,2026-05-26,No rates found
25441923,105,2026-05-22,2026-05-26,No rates found
25443419,105,2026-05-22,2026-05-26,No rates found
25443750,105,2026-05-22,2026-05-26,No rates found
25437045,105,2026-05-22,2026-05-26,No rates found
25437063,105,2026-05-22,2026-05-26,No rates found
25437138,105,2026-05-22,2026-05-26,No rates found
25437152,105,2026-05-22,2026-05-26,No rates found
25437203,105,2026-05-22,2026-05-26,No rates found
25437365,105,2026-05-22,2026-05-26,No rates found
25437402,105,2026-05-22,2026-05-26,No rates found
25437750,105,2026-05-22,2026-05-26,No rates found
25437769,105,2026-05-22,2026-05-26,No rates found
25438810,105,2026-05-22,2026-05-26,No rates found
25439070,105,2026-05-22,2026-05-26,No rates found
25439274,105,2026-05-22,2026-05-26,No rates found
25439280,105,2026-05-22,2026-05-26,No rates found
25439343,105,2026-05-22,2026-05-26,No rates found
25439707,105,2026-05-22,2026-05-26,No rates found
25439874,105,2026-05-22,2026-05-26,No rates found
25440304,105,2026-05-22,2026-05-26,No rates found
25440335,105,2026-05-22,2026-05-26,No rates found
25440340,105,2026-05-22,2026-05-26,No rates found
25440737,105,2026-05-22,2026-05-26,No rates found
25440752,105,2026-05-22,2026-05-26,No rates found
25440845,105,2026-05-22,2026-05-26,No rates found
25440908,105,2026-05-22,2026-05-26,No rates found
25440972,105,2026-05-22,2026-05-26,No rates found
25441055,105,2026-05-22,2026-05-26,No Rates
25441408,105,2026-05-22,2026-05-26,No Rates
25441441,105,2026-05-22,2026-05-26,No Rates
25441541,105,2026-05-22,2026-05-26,No Rates
25441567,105,2026-05-22,2026-05-26,"{'mkt_room': 'Standard Room, 1 King Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 474, 'Market': 728, 'HotelMap': 662.41, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Standard Room - 1 Twin Bed'}"
25441755,105,2026-05-22,2026-05-26,"{'mkt_room': 'Superior Room, 1 Queen Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 553, 'Market': 979.89, 'HotelMap': 949.2499999999999, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Superior Room, 1 Queen Bed'}"
25441958,105,2026-05-22,2026-05-26,No Rates
25442142,105,2026-05-22,2026-05-26,"{'mkt_room': 'Standard Room - 1 Double Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 352, 'Market': 470.0, 'HotelMap': 420.89, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Standard Room - 1 Double Bed'}"
25442526,105,2026-05-22,2026-05-26,No Rates
25443128,105,2026-05-22,2026-05-26,No Rates
25443130,105,2026-05-22,2026-05-26,No Rates
25443643,105,2026-05-22,2026-05-26,No Rates
25444537,105,2026-05-22,2026-05-26,"{'mkt_room': 'Comfort Double Room, 1 Double Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 541, 'Market': 610.49, 'HotelMap': 551.4200000000001, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Comfort Double Room, 1 Double Bed'}"
25444829,105,2026-05-22,2026-05-26,No Rates
25444874,105,2026-05-22,2026-05-26,No Rates
25444966,105,2026-05-22,2026-05-26,No rates found
25445039,105,2026-05-22,2026-05-26,No rates found
25445040,105,2026-05-22,2026-05-26,No rates found
25445242,105,2026-05-22,2026-05-26,No rates found
25445260,105,2026-05-22,2026-05-26,No rates found
25445311,105,2026-05-22,2026-05-26,No rates found
25445928,105,2026-05-22,2026-05-26,No rates found
25446219,105,2026-05-22,2026-05-26,No rates found
25446366,105,2026-05-22,2026-05-26,No rates found
25446703,105,2026-05-22,2026-05-26,No rates found
25446746,105,2026-05-22,2026-05-26,No Rates
25446976,105,2026-05-22,2026-05-26,No Rates
25447864,105,2026-05-22,2026-05-26,No Rates
25448105,105,2026-05-22,2026-05-26,"{'mkt_room': 'Standard Room, 1 King Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 256, 'Market': 489.91999999999996, 'HotelMap': 407.94000000000005, 'kuoni_currency': 'EUR', 'mkt_currency': 'EUR', 'hotel_name': 'Standard Room, 1 King Bed'}"
25448305,105,2026-05-22,2026-05-26,No Rates
25448379,105,2026-05-22,2026-05-26,No rates found
25448399,105,2026-05-22,2026-05-26,No rates found
25448473,105,2026-05-22,2026-05-26,No rates found
25449037,105,2026-05-22,2026-05-26,No rates found
25449289,105,2026-05-22,2026-05-26,No rates found
25449650,105,2026-05-22,2026-05-26,No Rates
25450127,105,2026-05-22,2026-05-26,No Rates
25450824,105,2026-05-22,2026-05-26,"{'mkt_room': 'Standard Room, 1 Queen Bed', 'kt_room': 'Double room', 'sell': 0, 'Kuoni': 404, 'Market': 370.93, 'HotelMap': 342.62, 'kuoni_currency': 'GBP', 'mkt_currency': 'EUR', 'hotel_name': 'Standard Room - 1 Twin Bed'}"
25451684,105,2026-05-22,2026-05-26,No Rates
25451691,105,2026-05-22,2026-05-26,No Rates
25452492,105,2026-05-22,2026-05-26,No rates found
25452746,105,2026-05-22,2026-05-26,No rates found
25452975,105,2026-05-22,2026-05-26,No rates found
25453027,105,2026-05-22,2026-05-26,No rates found
25453035,105,2026-05-22,2026-05-26,No rates found
25453227,105,2026-05-22,2026-05-26,No rates found
25453228,105,2026-05-22,2026-05-26,No rates found
